# origin	format	category	title	description	source_url
layers	shot		AutoNinja - Brand Identity for an AI Automation Company	AutoNinja builds custom AI agents that handle lead response, follow-up, onboarding and support for growing businesses. The catch: a company selling automation can't launch looking slow or generic, the brand had to prove the pitch before the product even spoke. We developed AutoNinja's full visual identity from scratch: logo, color system, typography and social kit - designed to read as "built by people who automate for a living." Every decision had to reinforce one idea: this company moves fast and builds things that actually work. The identity needed to do double duty: feel credible to non-technical business owners while still signalling technical competence to more sophisticated buyers. No decoration for its own sake, every mark, colour, and type choice earns its place by building trust fast.	https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/6ff439b5-b3f7-43ad-a710-f9c49d9b913a--00.png
layers	shot		IVANA		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/4e4c2535-b723-40da-aea8-ae08a0207b3b--IVANA-Homepage-Demo-Optimized.mp4
layers	shot		IVANA		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/4e4c2535-b723-40da-aea8-ae08a0207b3b--IVANA-Homepage-Demo-Optimized.mp4
layers	shot		thefrontkit	thefrontkit is a collection of production-ready Next.js business app starter kits built with Tailwind CSS v4 and shadcn/ui. Each kit ships 30-40+ interconnected screens covering real workflows — CRM pipelines, e-commerce checkouts, AI chat interfaces, project boards, and more. Frontend-only, WCAG AA accessible, and ready to customize. Skip 4-12 weeks of generic UI work and focus on your product logic.	https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/3aa204c6-955d-465a-b189-f8963b01cdb6--qwrn2t8w7pcvj3ych8ex3vktk0ns.png
layers	shot		thefrontkit	thefrontkit is a collection of production-ready Next.js business app starter kits built with Tailwind CSS v4 and shadcn/ui. Each kit ships 30-40+ interconnected screens covering real workflows — CRM pipelines, e-commerce checkouts, AI chat interfaces, project boards, and more. Frontend-only, WCAG AA accessible, and ready to customize. Skip 4-12 weeks of generic UI work and focus on your product logic.	https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/3aa204c6-955d-465a-b189-f8963b01cdb6--qwrn2t8w7pcvj3ych8ex3vktk0ns.png
layers	shot		dashboard-163a	Simple and clean site traffic / analytics dashboard. ❖ Made with untitledui.com	https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/cad59f77-c334-481f-9e45-6980326a64f5--dashboard-163a.jpg
layers	shot		dashboard-163a	Simple and clean site traffic / analytics dashboard. ❖ Made with untitledui.com	https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/cad59f77-c334-481f-9e45-6980326a64f5--dashboard-163a.jpg
layers	shot		AI Powered CRM Landing Page Design		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/40b963b5-e138-4e44-bf15-d84afadf5387--CRM-T-2.png
layers	shot		SwatchThis Demo		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/81f09b3e-badc-4c90-a5fe-5a3a95ad3fb0--DemoEN.mp4
layers	shot		moonmoon.digital • Design Agency Landing Page	moonmoon.digital was built fully in Framer and Spline, and it's still one of my favorite projects from last year. It recently went through a major update, so it's definitely worth visiting. 😊	https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/3af8aa12-a118-4e85-9963-2597908203c2--moonmoon_updated.mp4
layers	shot		moonmoon.digital • Design Agency Landing Page, Mobile Version	moonmoon.digital, mobile version ✨	https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/3289550f-38fc-444a-8556-7f0a31d9724f--ScreenRecording_06-27-2026-11-53-35-PM_1.mov
layers	shot		Figgle - Curated Figma Design Library		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/7df1486d-a3d6-42ec-8e3b-d8f4f6b648d6--Frame-2147207730.png
layers	shot		1mpact Technology Consulting | Technology Solutions for Growing Businesses	Technology should simplify business, not complicate it. This introduction to 1mpact Technology Consulting showcases how we help small and mid-sized businesses improve operational efficiency through business automation, AI automation, CRM consulting, workflow optimization, and strategic technology solutions. Our focus is on reducing manual processes, improving visibility, and building scalable systems that support sustainable growth. Discover how the right technology strategy can help your business operate more efficiently and achieve measurable results.	https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/4139bac0-8904-476f-83fb-e69a92575b2f--1mpact-Technology-Consulting-1TC-.mp4
layers	shot		Modals & Desktop App - Library by Uiscore	Our Marketplace: www.uiscore.io / Follow us on X: x.com/uiscore	https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/df6822f6-c053-4da5-9a3d-e1049985b92d--Shot-for-Dribbble.jpg
layers	shot		Modern Barber Booking App UI Motion Graphics Design		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/e798020a-aad6-4083-8555-361a50ab2142--Barbr-App-motion-1.mp4
layers	shot		Ship Continuously — Minimalist Remote Talent Landing Page ✨		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/01ee1d5f-c7a6-416d-b20c-d5eec1c767c5--5.png
layers	shot		Ship Continuously — Minimalist Remote Talent Landing Page ✨		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/26eaeafa-baed-4a84-9864-3a0e40cd08bf--6.png
layers	shot		DeckFlow — Product Presentation & Workflow Layout ✨	Building an AI product? Let's design an experience your users will remember. 🌐 airzon.agency 🤝 Hire us on Contra: contra.com/airzon_agency 📅 Book a free discovery call: cal.com/airzon-agency/meeting-with-airzon-agency	https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/03d50e99-c18d-498f-a2cc-1bdf5c1d6923--5.png
layers	shot		DeckFlow — Product Presentation & Workflow Layout ✨	Building an AI product? Let's design an experience your users will remember. 🌐 airzon.agency 🤝 Hire us on Contra: contra.com/airzon_agency 📅 Book a free discovery call: cal.com/airzon-agency/meeting-with-airzon-agency	https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/64925c06-07ca-457f-86c2-e8f3de95c285--6.png
layers	shot		Unified Analytics — Dark Mode SaaS Landing Page 🚀		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/459b4311-6280-4e05-9b3e-9fce04ebc84f--5.png
layers	shot		Unified Analytics — Dark Mode SaaS Landing Page 🚀		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/94fab382-ef6a-47f0-b103-9d676955e330--6.png
layers	shot		Site traffic	Simple analytics dashboard concept. ❖ Made with untitledui.com	https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/3178d507-b6c3-432a-96b1-79c4e1de9985--dashboard-149b.jpg
layers	shot		Site traffic	Simple analytics dashboard concept. ❖ Made with untitledui.com	https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/3178d507-b6c3-432a-96b1-79c4e1de9985--dashboard-149b.jpg
layers	shot		Machine Trust — Premium AI Crypto Wallet Landing Page ✨		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/7c9c707a-1ef3-48ca-b4b9-4413c46284ed--5.png
layers	shot		Machine Trust — Premium AI Crypto Wallet Landing Page ✨		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/61c9a100-db82-438c-9cee-c633b4e7bba9--6.png
layers	shot		8		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/517d88ed-bfb0-40e1-908d-ab345dbeac5c--8.png
layers	shot		1		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/719fbfcc-410f-4a78-ab94-a6af6f9b5381--1.png
layers	shot		Codelab - AI Development Platform - Pricing	Are you looking to refresh your design? Let’s catch up! Email at hello@uxerflow.com www.uxerflow.com	https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/55d813ce-15cf-45db-a138-161e0a68d3d3--Codelab-Pricing.mp4
layers	shot		Glimpse - Sign Up Page	Hi Dribbble! 👋 A modern and clean sign-up page for Glimpse, featuring a user-friendly registration form with social login options and a visually engaging marketing dashboard preview. The purple gradient design and minimalist layout create a professional and innovative feel for a SaaS platform. Feel free to reach out! Let's connect and chat about how our service can help you. Contact us at hi@dipainhouse.com | https://www.dipainhouse.com	https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/062559ee-af26-4b73-b228-04ff19b5f80d--Glimpse-Case-Study-Shot-4-61.mp4
layers	shot		Music & Audio - Uxercon Icon Library	More perfectly icons? Check our website. www.uxercon.com	https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/d02c5543-6d60-449a-8060-61c11535a21f--Music-Audio-Uxercon-Preview-Dribbble-1.jpg
layers	shot		🟠 Modular Infra — Isometric Tech Stack Landing Page ✨	Explore Live Shot on Dribbble 🚀 https://dribbble.com/shots/27555299--Modular-Infra-Isometric-Tech-Stack-Landing-Page	https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/b7ed7a13-3a98-4458-a83f-1549055fa17d--5.png
layers	shot		🟠 Modular Infra — Isometric Tech Stack Landing Page ✨	Explore Live Shot on Dribbble 🚀 https://dribbble.com/shots/27555299--Modular-Infra-Isometric-Tech-Stack-Landing-Page	https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/dc6671fb-80a5-4f22-b860-2a3ccc554f1b--6.png
layers	shot		Liberix - AI  Dashboard		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/97b6f076-48c8-49f1-92fd-c53d9c99ea62--liberix-1.jpg
layers	shot		Day 99 of Daily UI!		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/8c4ab4c5-9612-47a1-a26c-c8755e6cbf32--a.jpg
layers	shot		Efficiency Speaks — Dynamic Client Showcase Hero UI 💬	Efficiency Speaks — Dynamic Client Showcase Hero UI 💬 Less noise. More design. https://x.com/airzonagency	https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/bcc4ad5a-559d-47ce-9715-2ff6f639d54b--5.png
layers	shot		Efficiency Speaks — Dynamic Client Showcase Hero UI 💬	Efficiency Speaks — Dynamic Client Showcase Hero UI 💬 Less noise. More design. https://x.com/airzonagency	https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/a2e15c06-6a2a-478a-95a5-b8eb7a8410f9--6.png
layers	shot		Unified Intelligence — AI Workspace & Integration Hub Banner UI		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/3b07a280-2835-43ab-9ff0-3644ec9e7a12--5.png
layers	shot		Unified Intelligence — AI Workspace & Integration Hub Banner UI		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/d06819a1-cbb7-49cf-b37d-dbb4581e2df9--6.png
layers	shot		TeamStory — Interactive Team & Profile Showcase		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/f815c8a8-12d4-4011-8980-567ebfe3d14f--5.png
layers	shot		TeamStory — Interactive Team & Profile Showcase		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/1652e382-b83d-44b5-a017-d7eb8e1a2c3c--6.png
layers	shot		Curious Minds — Interactive AI Learning Platform 💡	Curious Minds — Interactive AI Learning Platform 💡 Learning should inspire curiosity—not complexity. ✨ Building something similar? https://airzon.agency/	https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/5c78c318-9b20-4beb-b58d-c5c12a99cc3a--5.png
layers	shot		Curious Minds — Interactive AI Learning Platform 💡	Curious Minds — Interactive AI Learning Platform 💡 Learning should inspire curiosity—not complexity. ✨ Building something similar? https://airzon.agency/	https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/4f0d129d-5cd3-4397-a690-78637474ea2b--6.png
layers	shot		From Connection to Delivery — Minimalist SaaS Process UI 🔗	From Connection to Delivery — Minimalist SaaS Process UI 🔗 A highly structured, minimal "How It Works" landing page section designed for an automated B2B client reporting SaaS platform (SightShark). The layout uses a clean 3-step linear flow with generous negative space, editorial serif typography, and balanced monochromatic interactive elements. Each step of the workflow is represented by a subtle, clean graphic card: Connect Your Data: Visualizing over 100+ integrations (CRMs, sheets, ad platforms) linking to a single hub. Build Your Infrastructure: Showcasing multi-client account isolation and granular role-based access permissions. Deliver Dashboard & Reports: Displaying automated delivery scheduling for recurring client reviews. Built to present complex data operations in an incredibly simple, accessible, and high-converting manner. 🚀	https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/7872b1f3-4806-4407-ae60-f6bc04c596ff--5.png
layers	shot		From Connection to Delivery — Minimalist SaaS Process UI 🔗	From Connection to Delivery — Minimalist SaaS Process UI 🔗 A highly structured, minimal "How It Works" landing page section designed for an automated B2B client reporting SaaS platform (SightShark). The layout uses a clean 3-step linear flow with generous negative space, editorial serif typography, and balanced monochromatic interactive elements. Each step of the workflow is represented by a subtle, clean graphic card: Connect Your Data: Visualizing over 100+ integrations (CRMs, sheets, ad platforms) linking to a single hub. Build Your Infrastructure: Showcasing multi-client account isolation and granular role-based access permissions. Deliver Dashboard & Reports: Displaying automated delivery scheduling for recurring client reviews. Built to present complex data operations in an incredibly simple, accessible, and high-converting manner. 🚀	https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/6c5932e7-efce-452f-8128-8aafa2a9e98c--6.png
layers	shot		Booking Platform - Landing Page Design - 01	About the Project For Quasar, a premium travel and flight booking platform, we designed a sleek landing page layout that delivers an immersive, luxury-tier exploration experience. We built the user interface using a refined sans-serif typeface set against a deep slate-blue background framework. The core presentation features a panoramic hero section showcasing a high-fidelity visual of a custom black and gold jet soaring above a sea of clouds and alpine mountain ranges, balanced by a prominent, glassmorphic "Where to go?" booking widget. Project Objective Our objective was to develop a highly intuitive, visually striking desktop and widescreen web landing page experience optimized for fluid multi-tier travel selection and friction-free booking parameter execution. Focused on absolute informational clarity and minimized cognitive load during complex itinerary building, we aimed to seamlessly consolidate a unified vertical flight configuration stack, interactive spontaneous booking triggers, and streamlined secondary account management navigation.	https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/0edb5c7c-39e6-4253-b615-f63a44ad009f--Booking-Platform-Landing-Page-Design-01.jpg
layers	shot		SaaS Landing Page		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/f43331d2-42f2-4749-b1e7-b25f6ae852ec--1SaaS-Landing-Page.png
layers	shot		Flora – Curated & Versatile Flower Studio Web Design	Many boutique flower shops and botanical brands struggle to stand out online—not because of a lack of beautiful products, but due to chaotic website layouts, cluttered galleries, and a complete lack of premium branding. This missing visual harmony turns potential clients away, leaving gorgeous floral artistry unnoticed in a crowded digital space. To solve this, we created Flora—a curated, versatile web ecosystem designed to bring high-end aesthetics, breathable layouts, and effortless user experience to botanical brands. By transforming messy portfolios into pixel-perfect galleries and structured plant care hubs, Flora helps floral businesses showcase their beauty and connect with clients seamlessly.	https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/6aa51bb6-cee0-4bf6-8346-8223c6f9bf1c--Scene-1-6-.mp4
layers	shot		Latticore - Web3 Infrastructure Platform - Pricing	Are you looking for a design partner? Let’s catch up! barly.design	https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/f7ca025f-23bf-4d17-98a4-da6bbe4972c7--Latticore-Pricing-Page.mp4
layers	shot		Theatre of Flowers | Phygital Ballet Concept	A conceptual phygital photo zone designed at the intersection of classical ballet heritage and contemporary digital art. The S-shaped structure mimics a ballerina's leap, blending the delicate texture of powdery hydrangeas and weightless plumes with luminous neon arteries that pulse in sync with music, creating a striking day-to-night metamorphosis.	https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/8e53b3fe-b02c-4843-a9c0-3e982555bf0c--13.jpg
layers	shot		Crimson Gala | Premium Brand Activation	A premium brand activation zone concept designed for a women's business forum. The scenography is built on uncompromising visual contrast: the sterile, minimalist architecture of a pristine white studio is punctuated by asymmetrical floral installations in deep carmine red. Warm candlelight and flowing silk create cinematic depth, serving as a powerful visual manifesto.	https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/2f963cbf-13f8-412a-891f-3928d3ab37a9--12.jpg
